53,74,46,138399
50,57,27,155754
44,78,28,453421
74,85,-805306286,814550
74,72,28,6266
78,80,29,6044
71,123,-805306326,4038
45,80,44,5970
72,76,-805306331,6867
58,85,31,5841
60,85,38,6180
536870971,83,30,5936
90,84,34,6119
68,86,27,6084
80,83,37,5916
